idcontrato;nAnuncio;tipoprocedimento;objectoContrato;dataPublicacao;dataCelebracaoContrato;precoContratual;prazoExecucao;NIPC_entidade_comunicante;entidade_comunicante;fundamentacao
10625727;;Ajuste Direto Regime Geral;102400057 - AJUSTE DIRETO PARA A PRESTAÇÃO DE SERVIÇOS DE COLABORAÇÃO COMO MEMBRO EFETIVO DO JÚRI, NO PROCEDIMENTO DE CONTRATAÇÃO PARA AQUISIÇÃO DE SERVIÇOS DE OPERAÇÃO E MANUTENÇÃO DA CENTRAL DE VALORIZAÇÃO ENERGÉTICA DA LIPOR;20/03/2024;11/03/2024;36422;365;501394192;LIPOR - Associação de Municípios para a Gestão Sustentável de Resíduos do Grande Porto;Artigo 27.º, n.º 1, alínea b) do Código dos Contratos Públicos
10625753;;Consulta Prévia;Aquisição de artigos de Papel para uso Sanitário;20/03/2024;12/03/2024;25986,16;250;501144218;Município de Sesimbra;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625755;;Ajuste Direto Regime Geral;Aquisição de serviços de comunicações, com a operadora NOS, Telecomunicações, SA., para as Escolas Preparatórias e Secundárias do Concelho, no âmbito da transferência de competências para as autarquias locais.;20/03/2024;26/02/2024;9000;184;501138960;Câmara Municipal de Valongo;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625759;;Contratação excluída II;Plano de Formação 2024_Saúde Mental e Bem Estar;20/03/2024;30/01/2024;11400;336;501306099;Município do Porto;artigo 6.º-A n.º 1 do Código dos Contratos Públicos
10625763;;Ajuste Direto Regime Geral;2024000881 - ARM60-AGRAFADOR LINEAR GIA NTLC PARA VIA ABERTA COM 6 LINHAS;20/03/2024;25/01/2024;3420;5;600010180;Estado-Maior-General das Forças Armadas (EMGFA);Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625783;;Ajuste Direto Regime Geral;26240076 - Aquisição de Serviços – CTT ;20/03/2024;06/03/2024;72243;365;509932584;Unidade Local de Saúde do Nordeste, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10625793;;Ajuste Direto Regime Geral;ATOMIZADOR CIRÚRGICO DESCARTÁVEL;20/03/2024;16/02/2024;4600;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625800;;Consulta Prévia;Contratação de serviços de Assistência Técnica ? manutenção aos equipamentos de Datacenter;20/03/2024;14/03/2024;13996,5;365;501305580;Município da Figueira da Foz;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625803;;Ao abrigo de acordo-quadro (art.º 259.º);PROGESTAGENEOS OU PROGESTATIVOS - 1ºSEMESTRE;20/03/2024;20/03/2024;60,42;104;511228848;Serviço de Saúde da Região Autónoma da Madeira,EPE;Artigo 259.º do Código dos Contratos Públicos
10625809;;Ao abrigo de acordo-quadro (art.º 258.º);"Trabalhos preparatórios; substituição pavimento do polivalente; reparação de patologias pontuais e pinturas interiores; retificação de portas interiores; tratamento de infiltrações; encaminhamento de águas pluviais em alpendre exterior; execução de armário.";20/03/2024;19/03/2024;39636,28;31;505335018;Município de Vila Nova de Gaia;Artigo 25.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625816;;Ajuste Direto Regime Geral;2024000142 - ARM60-ROLO HOSPITALAR DE MARQUESA PLASTIFICADO 60CMX200M;20/03/2024;18/01/2024;4566;5;600010180;Estado-Maior-General das Forças Armadas (EMGFA);Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625818;;Ajuste Direto Regime Geral;92.1118.2024 Aquisição de Material de Consumo Clínico;20/03/2024;17/01/2024;657,66;60;510745997;Unidade Local de Saúde do Algarve, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625826;;Ajuste Direto Regime Geral;RESGUARDO EXTRA IMPERMEÁVEL BRANCO 80X180CM;20/03/2024;12/02/2024;2376;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625830;1039/2024;Concurso público;CP n.º 249A000008 - Aquisição de serviços de manutenção de soluções de Storage e Backup para o ano de 2024;20/03/2024;15/03/2024;209073;337;508481287;Unidade Local de Saúde de Santa Maria, E. P. E.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10625834;;Ajuste Direto Regime Geral;Montagem, Desmontagem e apoio técnico do stand do Politécnico de Lisboa, para a edição 2024 da Futurália.;20/03/2024;13/03/2024;57000;31;508519713;Instituto Politécnico de Lisboa;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10625856;;Ajuste Direto Regime Geral;CABO ECG 5 DERIVAÇÕES P/ MONITOR MINDRAY;20/03/2024;14/02/2024;170;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625857;;Ajuste Direto Regime Geral;1067624 Fluconazol 2 mg/ml Sol inj Fr 50 ml IV;20/03/2024;26/01/2024;308;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625859;16710/2023;Concurso público;Aquisição de serviços de fiscalização e coordenação da segurança das empreitadas a desenvolver no Instituto Politécnico de Setúbal;20/03/2024;05/03/2024;37260;275;503720364;Instituto Politécnico de Setúbal;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10625880;;Ao abrigo de acordo-quadro (art.º 259.º);BEAD20240103 - AQUISIÇÃO DE ANTI - HEMORRÁGICOS - 1º SEMESTRE;20/03/2024;20/03/2024;84839,7;104;511228848;Serviço de Saúde da Região Autónoma da Madeira,EPE;Artigo 259.º do Código dos Contratos Públicos
10625891;;Ajuste Direto Regime Geral;2024000097 - ARM60-BOMBA ELASTOMERICA INFUSORA 48H / 24H;20/03/2024;18/01/2024;1690;5;600010180;Estado-Maior-General das Forças Armadas (EMGFA);Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625931;;Consulta Prévia;Fornecimento contínuo de material elétrico;20/03/2024;15/03/2024;2775,54;11;501121528;Município da Lousã;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625950;;Ajuste Direto Regime Geral;MICROTUBO 2ML C/ZONA DE ESCRITA, TUBO ROSCA PP 5ML,FUNDO TUBO PLANO,TRANSP. C/ MPRESSÃO C/ ESCALA TAMP. MONTADA;20/03/2024;05/02/2024;254,7;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625953;;Ajuste Direto Regime Geral;26240040 - Aquisição de Produtos e Serviços de Hemodiálise;20/03/2024;08/03/2024;173250;365;509932584;Unidade Local de Saúde do Nordeste, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10625954;;Ajuste Direto Regime Geral;2024000148 - ARM60-CAMPO CIRURGICO SEM OCULO 45X75CM/PENSO HIGIENICO;20/03/2024;18/03/2024;61,72;5;600010180;Estado-Maior-General das Forças Armadas (EMGFA);Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625966;;Ajuste Direto Regime Geral;1070824 Pregabalina 50mg cápsula, Pregabalina 150mg cápsula;20/03/2024;26/01/2024;144,61;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625998;;Ajuste Direto Regime Geral;1024000207 - AJUSTE DIRETO PARA O FORNECIMENTO DE LUBRIFICANTES, MASSAS LUBRIFICANTES E EQUIPAMENTOS INDUSTRIAIS;20/03/2024;12/03/2024;19499,99;1095;501394192;LIPOR - Associação de Municípios para a Gestão Sustentável de Resíduos do Grande Porto;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08
10626011;;Ao abrigo de acordo-quadro (art.º 259.º);Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2022/13 (vacinas e tuberculinas) para aquisição de vacinas.;20/03/2024;07/03/2024;178605,85;337;510123210;Unidade Local de Saúde da Região de Aveiro, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10626014;;Ajuste Direto Regime Geral;Ajuste Direto 47/JFSDB/2024 - Apoio às atividades compreendidas na componente AAAF/CAF, a cargo da JFSDB;20/03/2024;29/02/2024;9960;365;505203731;Freguesia de São Domingos de Benfica;Artigo 21.º, n.º 1, alínea c) do Código dos Contratos Públicos
10626021;;Consulta Prévia;MODERNIZAÇÃO ADMINISTRATIVA E DIGITAL – AQUISIÇÃO DE EQUIPAMENTO INFORMÁTICO EM REGIME CONTÍNUO;20/03/2024;15/03/2024;70000;275;501073663;Município de Penafiel;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10626022;;Ao abrigo de acordo-quadro (art.º 259.º);Q1/1103/2024 - GLUCOSE 5% SOL INJ FRASCO 1000ML IV;20/03/2024;18/03/2024;412;61;509822932;Unidade Local de Saúde da Região de Leiria, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10626027;;Ao abrigo de acordo-quadro (art.º 259.º);Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2022/13 (vacinas e tuberculinas) para aquisição de vacinas.;20/03/2024;07/03/2024;141878,6;337;510123210;Unidade Local de Saúde da Região de Aveiro, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10626032;;Consulta Prévia;Fornecimento continuado floculantes destinados à ETAR Peniche;20/03/2024;30/01/2024;5475;365;680019600;Serviços Municipalizados da Câmara Municipal de Peniche;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10626038;;Consulta Prévia;“Empreitada para a criação de um Centro de Cycling no Município de Góis”.;20/03/2024;22/02/2024;79082,46;60;506613399;Município de Góis;Artigo 19.º, alínea c) do Código dos Contratos Públicos
10626039;;Ao abrigo de acordo-quadro (art.º 259.º);BEAD20240111 - AQUISIÇÃO DE MEDICAMENTOS PARA DOENÇAS ÓSSEAS E HOMEOSTASIA DO CÁLCIO - 1º SEMESTRE;20/03/2024;20/03/2024;92898;104;511228848;Serviço de Saúde da Região Autónoma da Madeira,EPE;Artigo 259.º do Código dos Contratos Públicos
10626042;;Ao abrigo de acordo-quadro (art.º 259.º);Q1/1078/2024 - PENTOXIFILINA 400MG COMP LM;20/03/2024;18/03/2024;278,16;245;509822932;Unidade Local de Saúde da Região de Leiria, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10626060;;Ajuste Direto Regime Geral;1024000090 - AJUSTE DIRETO PARA A PRESTAÇÃO DE SERVIÇOS DE CATERING SOCIAL ;20/03/2024;11/03/2024;9000;306;501394192;LIPOR - Associação de Municípios para a Gestão Sustentável de Resíduos do Grande Porto;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08
10626062;;Contratação excluída II;Aquisição de serviços de educação em Mediação Escolar, com projeção plurianual, em dois Agrupamentos de Escolas: Fontes Pereira de Melo e Manoel de Oliveira;20/03/2024;05/03/2024;35460;541;501306099;Município do Porto;artigo 6.º-A n.º 1 do Código dos Contratos Públicos
10626071;;Ajuste Direto Regime Geral;20240113 - Aquisição de cartões com papel filtro para a área do Rastreio Neonatal do Instituto Nacional de Saúde Doutor Ricardo Jorge, I.P.;20/03/2024;26/02/2024;41462;292;501427511;Instituto Nacional de Saúde Doutor Ricardo Jorge, I. P.;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10624453;;Ajuste Direto Regime Geral;COPOS IRRECUPER.P/CAFE PAPEL 90 CC;19/03/2024;19/02/2024;243,6;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624490;;Ajuste Direto Regime Geral;CARIMBO AUTOTINTADO;19/03/2024;30/01/2024;11;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624543;;Ajuste Direto Regime Geral;COPOS IRRECUPER.GALAO 230 PAPEL BRANCO;19/03/2024;19/02/2024;628,8;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624549;17553/2023;Concurso público;Aquisição de serviços de programação de software aplicacional, desenvolvimento e administração de base de dados, com vista à evolução da plataforma de atendimento dos Centros Nacionais de Apoio à Integração de Migrantes (CNAIM's) - Bolsa de Horas.;19/03/2024;24/01/2024;189332,9;8;517686260;Agência para a Integração, Migrações e Asilo, I. P.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10624568;;Ajuste Direto Regime Geral;CORTINA DESCARTÁVEL 180 X 375CM  (ALT+LARG);19/03/2024;06/02/2024;306,6;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624571;;Ajuste Direto Regime Geral;Aquisição de Serviços de assessoria e consultoria em matéria de arquitetura e engenharia para Requalificação do Conjunto habitacional do Bairro do Outeiro – Freamunde e Paços de Ferreira;19/03/2024;19/03/2024;19940;5;502173297;Município de Paços de Ferreira;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10624593;;Ao abrigo de acordo-quadro (art.º 259.º);Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2022/13 (vacinas e tuberculinas) para aquisição de vacinas.;19/03/2024;15/03/2024;110029,5;337;508481287;Unidade Local de Saúde de Santa Maria, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10624602;;Ajuste Direto Regime Geral;Aquisição de Serviços Especializados na área de Contabilidade e de Consultoria de Gestão – Ano 2024;19/03/2024;15/03/2024;7860;292;507709705;Aldeias Históricas de Portugal - Associação de Desenvolvimento Turístico;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10624614;;Consulta Prévia;"Serviços de manutenção, revisão e / ou recarga de extintores nas instalações municipais, escolas
do 1º e 2º ciclo do ensino básico, jardins de infância, centros de saúde e viaturas Municipais";19/03/2024;18/03/2024;43114,58;1095;505187531;Município de Cascais;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624616;1284/2024;Concurso público;Aquisição de serviços de finishing para faturas periódicas de água e restantes serviços;19/03/2024;15/03/2024;38692,02;1095;680017640;Serviços Municipalizados de Castelo Branco;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10624618;;Ajuste Direto Regime Geral;"CÂNULA DE TRABALHO DE CIFOPLASTIA DE COLUNA E PONTA DE TROCAR; CÂNULA DE TRABALHO DE CIFOPLASTIA DE COLUNA E PONTA DE TROCAR 11/12; INTRODUTOR DE CIMENTO P/ CIFOPLASTIA; KIT DE TRABALHO DRILL P/ VERTEBROPLASTIA; V-STEADY - CIMENTO DE ALTA VISCOSIDADE; MISTURADOR DE CIMENTO PICOMIX; CÂNULA ENCHIMENTO ÓSSEO 11G; CÂNULA ENCHIMENTO ÓSSEO 13G; DRILL DE CIFOPLASTIA 13G P/ SISTEMA RÁPIDO;";19/03/2024;16/02/2024;1536;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624620;;Consulta Prévia;Aquisição de assessoria técnica especializada à implementação do programa do cumprimento normativo que abranja a revisão e adaptação à nova estrutura orgânica do Plano de Prevenção de Riscos de Corrupção e Infrações Conexas, do Código de Conduta e da Norma de Controlo Interno dos SMCB;19/03/2024;15/03/2024;15850;793;680017640;Serviços Municipalizados de Castelo Branco;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624623;11399/2023;Concurso público;Dragagens de Manutenção de Fundos nos Canais, Bacias de Manobra e de Estacionamento e Docas de Recreio do Porto de Lisboa.;19/03/2024;18/03/2024;7816600;914;501202021;APL / Administração do Porto de Lisboa, SA;Artigo 19.º, alínea b) do Código dos Contratos Públicos
10624644;;Consulta Prévia;Serviços de Revisão de Contas para a UPTEC;19/03/2024;18/03/2024;22000;1036;507847695;UPTEC - Associação de Transferência de Tecnologia da Asprela;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624648;;Consulta Prévia;Contratação com vista à aquisição de serviços de renting, manutenção e assistência técnica para equipamentos de impressão, três fotocopiadoras e seis impressoras, para o período compreendido de 08/03/2024 a 07/03/2027, para a Escola Básica dos 2º e 3º Ciclos da Torre.;19/03/2024;07/03/2024;39600;1095;671001000;Escola Básica dos 2.º e 3.º Ciclos da Torre, Câmara de Lobos;
10624855;;Ajuste Direto Regime Geral;Gás Propano;20/03/2024;19/03/2024;54000;90;506361527;Unidade Local de Saúde do Baixo Mondego, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624871;;Consulta Prévia;Aquisição de serviços para receção e tratamento de 1.320 Toneladas de Resíduos de Construção e Demolição ? RCD?s, na modalidade de fornecimento contínuo, pelo período de 12 meses, ou até ao valor global do contrato.;20/03/2024;13/03/2024;26684;365;501305580;Município da Figueira da Foz;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624885;;Ajuste Direto Regime Geral;1061524 Paracetamol 10 mg/ml Sol inj Fr 100 ml IV;20/03/2024;26/01/2024;2400;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624890;;Ajuste Direto Regime Geral;1060524 Lacosamida 100mg Comp;20/03/2024;26/01/2024;118,32;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624896;;Ajuste Direto Regime Geral;1069524 Linezolida 600 mg Comp;20/03/2024;26/01/2024;247;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624898;;Ajuste Direto Regime Geral;LIGADURA EM LATEX (THERA-BAND) VERMELHO;20/03/2024;12/01/2024;22,8;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624905;;Ao abrigo de acordo-quadro (art.º 259.º);Passagens aéreas e alojamento ;20/03/2024;23/02/2024;3806,52;4;505387271;Universidade do Algarve;Artigo 259.º do Código dos Contratos Públicos
10624906;;Ao abrigo de acordo-quadro (art.º 259.º);Concurso nº 036AQ/2ª Circular-Aquisição de serviços de manutenção e dos trabalhos de reabilitação de espaços verdes, ao abrigo do Acordo Quadro;20/03/2024;11/03/2024;29768,48;153;500051070;Município de Lisboa;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624911;;Ajuste Direto Regime Geral;CÂMARA EXPANSORA ADULTO COM MÁSCARA;20/03/2024;09/02/2024;1290;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624912;;Consulta Prévia;CP4-24 - Bens Alimentares Panificação para Bar e Cantina;20/03/2024;19/03/2024;10443;337;600015165;Escola Secundária Professor Doutor Flávio F. Pinto Resende, Cinfães;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624914;;Ajuste Direto Regime Geral;Micofenolato de mofetil 250 mg Cáps;20/03/2024;26/01/2024;48;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624916;57/2024;Concurso público;Aquisição de material diverso para UCA;20/03/2024;22/02/2024;976;30;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 155.º do Código dos Contratos Públicos
10624923;;Ajuste Direto Regime Geral;Ajuste Direto Critérios Materiais N.º 13/2024/DICP – Contratação de oficinas pedagógicas / espetáculos performativos de teatro de marionetas O Menino do Lapedo;20/03/2024;15/03/2024;5960;285;505181266;Município de Leiria;Artigo 24.º, n.º 1, alínea e), subalínea i) do Código dos Contratos Públicos
10624932;;Consulta Prévia;fornecimento de materiais para pequena manutenção corrente;20/03/2024;01/03/2024;18000;365;506197174;MS - Matosinhos Sport - Empresa Municipal de Gestão e Equipamentos Desportivos e de Lazer, E. M.;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624950;;Ajuste Direto Regime Geral; Aquisição de microesferas y 90 para radioembolização, durante o ano de 2024;20/03/2024;14/03/2024;144000;293;508481287;Unidade Local de Saúde de Santa Maria, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10624951;57/2024;Concurso público;Aquisição de material diverso para UCA;20/03/2024;22/02/2024;5660;30;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 155.º do Código dos Contratos Públicos
10624953;;Ajuste Direto Regime Geral;KIT P/ COLHEITA DE MULTICOMPONENTES (PLAQUETAS E ERITRÓCITOS) POR AFERESE;20/03/2024;02/02/2024;7064,4;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624967;;Ajuste Direto Regime Geral;1071424 Penso de silicone 10X18 cm (MEPITEL), Penso espuma silicone 10X10 (Mepilex Border Flex 10x10);20/03/2024;26/01/2024;2576;20;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10624995;;Ao abrigo de acordo-quadro (art.º 259.º);Concurso nº 039/Qt.ª Conde dos Arcos/2023-Aquisição de serviços de manutenção e dos trabalhos de reabilitação de espaços verdes, ao abrigo do Acordo Quadro;20/03/2024;13/03/2024;75371,88;153;500051070;Município de Lisboa;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625026;;Ajuste Direto Regime Geral;Aquisição de IMPLANTE METACARPOFALANGICO N.00;20/03/2024;20/03/2024;885,25;306;508080142;Centro Hospitalar Universitário Lisboa Central, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10625031;;Ajuste Direto Regime Geral;Aquisição de Implante Osteointegrado;20/03/2024;14/03/2024;7050;20;509821197;Unidade Local de Saúde de São João, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
